business_name,business_city,business_state,business_postal_code,inspection_id,inspection_score,lowest_score,violation_description
Native Baking Company,San Francisco,CA,94124,94412_20180731,98.0,93,Unclean nonfood contact surfaces.
Native Burger,San Francisco,CA,94118,93401_20180712,90.0,63,Unapproved or unmaintained equipment or utensils. Moderate risk food holding temperature. Moderate risk vermin infestation.
Native Burger,San Francisco,CA,94118,93401_20190322,85.0,39,High risk food holding temperature. Wiping cloths not clean or properly stored or inadequate sanitizer. Unapproved or unmaintained equipment or utensils. Improper food storage. Inadequate dressing rooms or improper storage of personal items.
Native Catering SF,San Francisco,CA,94110,91450_20170907,96.0,68,Noncompliance with HAACP plan or variance.
Native Catering SF,San Francisco,CA,94110,91450_20190911,94.0,99,Wiping cloths not clean or properly stored or inadequate sanitizer. Food safety certificate or food handler card not available. Permit license or inspection report not posted.
Native Co.,San Francisco,CA,94104,93617_20190328,87.0,45,Unclean or degraded floors walls or ceilings. Foods not protected from contamination. High risk food holding temperature.
Native Co.,San Francisco,CA,94104,93617_20190912,81.0,48,Food safety certificate or food handler card not available. Inadequate ventilation or lighting. Unclean or degraded floors walls or ceilings. Inadequate and inaccessible handwashing facilities. Improper cooling methods. Unapproved or unmaintained equipment or utensils.
Native Co.,San Francisco,CA,94105,92225_20171127,80.0,46,Inadequate food safety knowledge or lack of certified food safety manager. Improper cooling methods. High risk food holding temperature. No thermometers or uncalibrated thermometers.
Native Co.,San Francisco,CA,94105,92225_20190214,90.0,66,Moderate risk food holding temperature. Unclean or degraded floors walls or ceilings. Inadequately cleaned or sanitized food contact surfaces.
Native Co.,San Francisco,CA,94105,92225_20190715,89.0,38,Improper cooling methods. Foods not protected from contamination.
Native Twins Coffee,San Francisco,CA,94117,93777_20180523,94.0,51,Inadequately cleaned or sanitized food contact surfaces. Other low risk violation.
"Natural Market, Inc.",San Francisco,CA,94115,26341_20170210,94.0,67,Low risk vermin infestation. Inadequate and inaccessible handwashing facilities.
"Natural Market, Inc.",San Francisco,CA,94115,26341_20180723,96.0,62,Inadequate food safety knowledge or lack of certified food safety manager.
"Natural Market, Inc.",San Francisco,CA,94115,26341_20190731,96.0,63,Inadequate food safety knowledge or lack of certified food safety manager.
Natural Sensations,San Francisco,CA,94132,37820_20161110,94.0,64,Moderate risk food holding temperature. Other low risk violation.
Natural Sensations,San Francisco,CA,94132,37820_20170926,90.0,68,Moderate risk food holding temperature. Unclean or degraded floors walls or ceilings. Insufficient hot water or running water.
Navin Thai Restaurant,San Francisco,CA,94108,94695_20180425,84.0,54,Improper or defective plumbing. Unapproved or unmaintained equipment or utensils. Moderate risk food holding temperature. Improper storage use or identification of toxic substances. Low risk vermin infestation. Foods not protected from contamination.
Navin Thai Restaurant,San Francisco,CA,94108,94695_20190821,92.0,61,Food safety certificate or food handler card not available. Unclean nonfood contact surfaces. Moderate risk food holding temperature.
Neighbor Bakehouse,San Francisco,CA,94107,90096_20161229,91.0,26,No plan review or Building Permit. Unclean or unsanitary food contact surfaces.
Neighbor Bakehouse,San Francisco,CA,94107,90096_20190409,92.0,53,Foods not protected from contamination. Moderate risk food holding temperature.
Neighbors Corner,San Francisco,CA,94114,95681_20180831,98.0,74,Wiping cloths not clean or properly stored or inadequate sanitizer.
Neighbors Corner,San Francisco,CA,94114,95681_20191001,94.0,70,Moderate risk vermin infestation. Inadequate ventilation or lighting.
Neiman Marcus - Rotunda,San Francisco,CA,94108,3578_20170322,96.0,59,Moderate risk food holding temperature.
Neiman Marcus - Rotunda,San Francisco,CA,94108,3578_20180409,98.0,79,Food safety certificate or food handler card not available.
Neiman Marcus - Rotunda,San Francisco,CA,94108,3578_20190410,96.0,96,Unapproved or unmaintained equipment or utensils. Unclean nonfood contact surfaces.
Neiman Marcus On The Square,San Francisco,CA,94108,1532_20170606,96.0,68,Foods not protected from contamination.
Neiman Marcus On The Square,San Francisco,CA,94108,1532_20190410,92.0,58,Moderate risk food holding temperature. Inadequately cleaned or sanitized food contact surfaces.
Nespresso Boutique,San Francisco,CA,94103,79329_20170901,96.0,51,Inadequate food safety knowledge or lack of certified food safety manager.
Nespresso Boutique,San Francisco,CA,94103,79329_20180702,98.0,84,Permit license or inspection report not posted.
Nespresso Boutique,San Francisco,CA,94103,79329_20190918,98.0,92,Permit license or inspection report not posted.
Nespresso Boutique Bar,San Francisco,CA,94108,70282_20180406,96.0,91,Low risk vermin infestation. Permit license or inspection report not posted.
Nespresso Boutique Bar,San Francisco,CA,94108,70282_20190301,92.0,66,Inadequate warewashing facilities or equipment. Wiping cloths not clean or properly stored or inadequate sanitizer. Inadequate and inaccessible handwashing facilities.
New Asia Restaurant,San Francisco,CA,94133,3151_20161114,62.0,50,Unclean or degraded floors walls or ceilings. Improper storage use or identification of toxic substances. High risk food holding temperature. Foods not protected from contamination. Improper cooling methods. High risk vermin infestation. Unapproved or unmaintained equipment or utensils. Unclean or unsanitary food contact surfaces.
New Asia Restaurant,San Francisco,CA,94133,3151_20171130,76.0,56,Inadequately cleaned or sanitized food contact surfaces. Unclean nonfood contact surfaces. Unclean or degraded floors walls or ceilings. Foods not protected from contamination. Improper or defective plumbing. Inadequate or unsanitary refuse containers or area or no garbage service. Low risk vermin infestation. Unclean unmaintained or improperly constructed toilet facilities. Wiping cloths not clean or properly stored or inadequate sanitizer. Unapproved or unmaintained equipment or utensils.
New Bosworth Market,San Francisco,CA,94112,17779_20161103,90.0,69,Unclean nonfood contact surfaces. Non service animal. Unapproved  living quarters in food facility. Foods not protected from contamination.
New Bosworth Market,San Francisco,CA,94112,17779_20190430,92.0,69,Moderate risk food holding temperature. Unapproved  living quarters in food facility. Unclean nonfood contact surfaces.
New Casa Maria,San Francisco,CA,94110,19131_20171114,83.0,41,Unclean nonfood contact surfaces. Improper food labeling or menu misrepresentation. Unclean hands or improper use of gloves. Unclean or degraded floors walls or ceilings. Improper storage of equipment utensils or linens. Wiping cloths not clean or properly stored or inadequate sanitizer.
New Chef Hung's Restaurant,San Francisco,CA,94108,62578_20171207,66.0,63,Moderate risk vermin infestation. Inadequate and inaccessible handwashing facilities. Improper storage of equipment utensils or linens. Insufficient hot water or running water. Improper food labeling or menu misrepresentation. Foods not protected from contamination. Inadequate food safety knowledge or lack of certified food safety manager. Improper thawing methods. Inadequately cleaned or sanitized food contact surfaces. Unclean or degraded floors walls or ceilings.
New Chef Hung's Restaurant,San Francisco,CA,94108,62578_20181130,73.0,14,Insufficient hot water or running water. Improper food storage. Wiping cloths not clean or properly stored or inadequate sanitizer. High risk vermin infestation. Unclean or degraded floors walls or ceilings. Inadequately cleaned or sanitized food contact surfaces. Moderate risk food holding temperature. Unclean nonfood contact surfaces.
New Cheung Hing Restaurant LLC.,San Francisco,CA,94122,77564_20161107,86.0,58,Unclean or degraded floors walls or ceilings. Moderate risk vermin infestation. Inadequate and inaccessible handwashing facilities. Moderate risk food holding temperature.
New Cheung Hing Restaurant LLC.,San Francisco,CA,94122,77564_20180710,83.0,29,Inadequate and inaccessible handwashing facilities. Improper storage use or identification of toxic substances. Improper food storage. High risk food holding temperature. Unclean or degraded floors walls or ceilings.
New Cheung Hing Restaurant LLC.,San Francisco,CA,94122,77564_20190917,78.0,23,High risk vermin infestation. Unclean or degraded floors walls or ceilings. Unclean or unsanitary food contact surfaces. Unapproved or unmaintained equipment or utensils. Inadequate and inaccessible handwashing facilities.
New Delhi Restaurant,San Francisco,CA,94102,3373_20170223,82.0,56,Improper storage of equipment utensils or linens. Unclean nonfood contact surfaces. Insufficient hot water or running water. Improper storage use or identification of toxic substances. Foods not protected from contamination. Improper food storage. Unclean or degraded floors walls or ceilings.
New Delhi Restaurant,San Francisco,CA,94102,3373_20180412,90.0,56,Foods not protected from contamination. Low risk vermin infestation. Improper or defective plumbing. Wiping cloths not clean or properly stored or inadequate sanitizer.
New Delhi Restaurant,San Francisco,CA,94102,3373_20190530,75.0,2,Improper reheating of food. Improper cooling methods. Inadequate and inaccessible handwashing facilities. High risk vermin infestation.
New Fortune Restaurant,San Francisco,CA,94108,94502_20190312,86.0,61,Low risk vermin infestation. Improper food storage. Unclean nonfood contact surfaces. Inadequate and inaccessible handwashing facilities. Inadequately cleaned or sanitized food contact surfaces.
New Fortune Restaurant,San Francisco,CA,94108,94502_20190912,91.0,9,Improper cooling methods. Unapproved or unmaintained equipment or utensils.
"New Fruit Garden, LLC",San Francisco,CA,94133,84547_20170213,88.0,69,Food in poor condition. Improper food storage. Wiping cloths not clean or properly stored or inadequate sanitizer. Foods not protected from contamination.
"New Fruit Garden, LLC",San Francisco,CA,94133,84547_20180413,86.0,60,Unapproved or unmaintained equipment or utensils. Unclean unmaintained or improperly constructed toilet facilities. Inadequate and inaccessible handwashing facilities. Foods not protected from contamination. Unclean nonfood contact surfaces.
"New Garden Restaurant, Inc.",San Francisco,CA,94108,71440_20161121,57.0,14,Food safety certificate or food handler card not available. Improper or defective plumbing. Inadequately cleaned or sanitized food contact surfaces. Improper thawing methods. Contaminated or adulterated food. High risk vermin infestation. Foods not protected from contamination. Unclean hands or improper use of gloves. No thermometers or uncalibrated thermometers. Moderate risk food holding temperature.
"New Garden Restaurant, Inc.",San Francisco,CA,94108,71440_20180205,86.0,51,Inadequate and inaccessible handwashing facilities. Moderate risk vermin infestation. Other low risk violation. Moderate risk food holding temperature.
"New Garden Restaurant, Inc.",San Francisco,CA,94108,71440_20190401,85.0,6,Improper food storage. Moderate risk food holding temperature. Improper or defective plumbing. Unclean or unsanitary food contact surfaces.
New Golden Daisy,San Francisco,CA,94108,4607_20170228,84.0,70,Improper storage use or identification of toxic substances. Moderate risk food holding temperature. Unapproved or unmaintained equipment or utensils. Unclean or degraded floors walls or ceilings. Inadequate or unsanitary refuse containers or area or no garbage service. Improper or defective plumbing. Unclean nonfood contact surfaces.
New Golden Daisy,San Francisco,CA,94108,4607_20171108,85.0,41,Improper thawing methods. Unclean or degraded floors walls or ceilings. High risk vermin infestation. Unclean nonfood contact surfaces.
New Golden Daisy,San Francisco,CA,94108,4607_20190422,82.0,55,Unclean or degraded floors walls or ceilings. Improper food storage. Inadequately cleaned or sanitized food contact surfaces. Unapproved or unmaintained equipment or utensils. Inadequate and inaccessible handwashing facilities. Moderate risk food holding temperature.
New Gyro King,San Francisco,CA,94102,82339_20190411,77.0,42,Improper or defective plumbing. Foods not protected from contamination. Inadequate and inaccessible handwashing facilities. High risk food holding temperature. Unclean or degraded floors walls or ceilings. Inadequately cleaned or sanitized food contact surfaces.
New Hampshire Market,San Francisco,CA,94110,80235_20161107,96.0,74,Improper or defective plumbing. Improper food storage.
New Hampshire Market,San Francisco,CA,94110,80235_20170526,88.0,58,Improper food storage. Insufficient hot water or running water. Unclean nonfood contact surfaces. Unclean or degraded floors walls or ceilings. Food safety certificate or food handler card not available.
New Hampshire Market,San Francisco,CA,94110,80235_20171214,96.0,99,Improper storage use or identification of toxic substances. Improper food storage.
New Hampshire Market,San Francisco,CA,94110,80235_20190509,96.0,67,Foods not protected from contamination.
New Heng Fung Inc,San Francisco,CA,94122,85925_20171114,79.0,43,Inadequate and inaccessible handwashing facilities. Foods not protected from contamination. High risk food holding temperature. Improper food storage. Inadequately cleaned or sanitized food contact surfaces.
New Heng Fung Inc,San Francisco,CA,94122,85925_20190917,72.0,62,Inadequate and inaccessible handwashing facilities. Unclean or degraded floors walls or ceilings. Unapproved or unmaintained equipment or utensils. Food in poor condition. Inadequately cleaned or sanitized food contact surfaces. Improper thawing methods. Foods not protected from contamination. Moderate risk vermin infestation.
New Hollywood Bakery & Restaurant,San Francisco,CA,94133,852_20171129,83.0,46,Unapproved or unmaintained equipment or utensils. Wiping cloths not clean or properly stored or inadequate sanitizer. Permit license or inspection report not posted. Improper food storage. High risk vermin infestation. Unclean or degraded floors walls or ceilings.
New Jumbo Seafood Restaurant,San Francisco,CA,94122,69282_20180417,64.0,22,Improper thawing methods. Improper storage use or identification of toxic substances. High risk food holding temperature. Foods not protected from contamination. Unclean or unsanitary food contact surfaces. Unclean nonfood contact surfaces. Food safety certificate or food handler card not available. Inadequate food safety knowledge or lack of certified food safety manager. Unapproved or unmaintained equipment or utensils. Unclean or degraded floors walls or ceilings.
New Jumbo Seafood Restaurant,San Francisco,CA,94122,69282_20190123,57.0,11,Improper storage use or identification of toxic substances. High risk food holding temperature. Foods not protected from contamination. Improper cooling methods. Unapproved or unmaintained equipment or utensils. No thermometers or uncalibrated thermometers. Moderate risk vermin infestation. Unclean or unsanitary food contact surfaces. Inadequate food safety knowledge or lack of certified food safety manager. Reservice of previously served foods.
New Lien Hing,San Francisco,CA,94118,63084_20170424,80.0,28,High risk food holding temperature. Unapproved or unmaintained equipment or utensils. Moderate risk vermin infestation. Unclean or unsanitary food contact surfaces.
New Lien Hing,San Francisco,CA,94118,63084_20180607,63.0,22,Moderate risk vermin infestation. Unapproved or unmaintained equipment or utensils. Unclean or unsanitary food contact surfaces. High risk food holding temperature. Inadequate and inaccessible handwashing facilities. Unclean hands or improper use of gloves. Improper food storage. No thermometers or uncalibrated thermometers. Unclean or degraded floors walls or ceilings.
New Lien Hing,San Francisco,CA,94118,63084_20190827,84.0,61,Unapproved or unmaintained equipment or utensils. Wiping cloths not clean or properly stored or inadequate sanitizer. Improper or defective plumbing. Inadequate and inaccessible handwashing facilities. Low risk vermin infestation. Moderate risk food holding temperature.
New Luen Sing Fish Market,San Francisco,CA,94133,58673_20170103,83.0,8,Moderate risk vermin infestation. Other high risk violation. Inadequate and inaccessible handwashing facilities. Unapproved or unmaintained equipment or utensils.
New Luen Sing Fish Market,San Francisco,CA,94133,58673_20171206,84.0,58,Inadequately cleaned or sanitized food contact surfaces. Unapproved or unmaintained equipment or utensils. Inadequate and inaccessible handwashing facilities. Foods not protected from contamination. Unclean or degraded floors walls or ceilings.
"New Lun Ting Cafe, Inc",San Francisco,CA,94133,1685_20161019,76.0,26,Improper cooling methods. Low risk vermin infestation. Unclean hands or improper use of gloves. Foods not protected from contamination. Unclean or degraded floors walls or ceilings. Wiping cloths not clean or properly stored or inadequate sanitizer.
"New Lun Ting Cafe, Inc",San Francisco,CA,94133,1685_20171127,90.0,63,Moderate risk vermin infestation. Wiping cloths not clean or properly stored or inadequate sanitizer. Unclean or degraded floors walls or ceilings. Unclean nonfood contact surfaces.
New Mangia Tutti Ristorante,San Francisco,CA,94111,2733_20180615,94.0,59,Inadequate and inaccessible handwashing facilities. Unclean or degraded floors walls or ceilings.
New Mangia Tutti Ristorante,San Francisco,CA,94111,2733_20190320,85.0,20,Unclean hands or improper use of gloves. Moderate risk food holding temperature. Inadequately cleaned or sanitized food contact surfaces.
New Mings Restaurant,San Francisco,CA,94105,17689_20170216,70.0,48,Inadequately cleaned or sanitized food contact surfaces. Unapproved or unmaintained equipment or utensils. High risk food holding temperature. Improper food storage. Inadequate and inaccessible handwashing facilities. Contaminated or adulterated food. Improper thawing methods.
New Mings Restaurant,San Francisco,CA,94105,17689_20170905,74.0,38,Unclean or degraded floors walls or ceilings. Foods not protected from contamination. Unclean or unsanitary food contact surfaces. High risk food holding temperature. Unapproved or unmaintained equipment or utensils. Inadequate and inaccessible handwashing facilities.
New Mings Restaurant,San Francisco,CA,94105,17689_20190416,86.0,55,Inadequate and inaccessible handwashing facilities. Inadequately cleaned or sanitized food contact surfaces. Improper thawing methods. Improper storage use or identification of toxic substances.
New Moon Restaurant,San Francisco,CA,94133,91330_20181211,83.0,42,Improper storage of equipment utensils or linens. Foods not protected from contamination. High risk food holding temperature. Inadequately cleaned or sanitized food contact surfaces.
New Ocean Seafood & Produce,San Francisco,CA,94133,6620_20170809,88.0,63,Inadequate and inaccessible handwashing facilities. Food safety certificate or food handler card not available. Unapproved or unmaintained equipment or utensils. Unclean or degraded floors walls or ceilings. Unclean nonfood contact surfaces.
New Ocean Seafood & Produce,San Francisco,CA,94133,6620_20190320,77.0,31,Moderate risk food holding temperature. Unclean hands or improper use of gloves. Inadequate and inaccessible handwashing facilities. Inadequately cleaned or sanitized food contact surfaces. Foods not protected from contamination.
New Princess Market,San Francisco,CA,94109,32919_20170228,75.0,33,Improper storage use or identification of toxic substances. Unclean or degraded floors walls or ceilings. Employee eating or smoking. Moderate risk food holding temperature. High risk vermin infestation. Inadequate and inaccessible handwashing facilities. Improper food storage.
New Princess Market,San Francisco,CA,94109,32919_20180501,70.0,22,Contaminated or adulterated food. Employee eating or smoking. Inadequate and inaccessible handwashing facilities. Other low risk violation. Improper storage of equipment utensils or linens. Improper food storage. Unclean nonfood contact surfaces. High risk vermin infestation.
New Regent Cafe,San Francisco,CA,94133,39396_20171206,68.0,23,Unclean unmaintained or improperly constructed toilet facilities. High risk vermin infestation. Unclean or degraded floors walls or ceilings. Inadequate and inaccessible handwashing facilities. Improper storage of equipment utensils or linens. Improper food labeling or menu misrepresentation. Foods not protected from contamination. High risk food holding temperature. Unclean nonfood contact surfaces.
New Russian Hill Market,San Francisco,CA,94133,4754_20170816,90.0,52,Food safety certificate or food handler card not available. Wiping cloths not clean or properly stored or inadequate sanitizer. Unclean nonfood contact surfaces. Insufficient hot water or running water.
New Russian Hill Market,San Francisco,CA,94133,4754_20180207,96.0,84,Inadequate or unsanitary refuse containers or area or no garbage service. Wiping cloths not clean or properly stored or inadequate sanitizer.
New San Wang Restaurant,San Francisco,CA,94115,35240_20190305,85.0,24,Improper thawing methods. Improper food storage. Unclean hands or improper use of gloves. Unclean or degraded floors walls or ceilings.
New Sun Hong Kong Restaurant,San Francisco,CA,94133,2945_20161012,80.0,51,Food safety certificate or food handler card not available. Inadequate and inaccessible handwashing facilities. Unclean or degraded floors walls or ceilings. Inadequate ventilation or lighting. Improper food storage. Foods not protected from contamination. Inadequately cleaned or sanitized food contact surfaces.
New Sun Hong Kong Restaurant,San Francisco,CA,94133,2945_20171206,94.0,62,Inadequately cleaned or sanitized food contact surfaces. Improper storage use or identification of toxic substances.
New Sun Hong Kong Restaurant,San Francisco,CA,94133,2945_20180801,86.0,61,Inadequate and inaccessible handwashing facilities. Foods not protected from contamination. Unclean or degraded floors walls or ceilings. Inadequately cleaned or sanitized food contact surfaces.
New Taraval Cafe,San Francisco,CA,94116,82100_20161221,94.0,69,Moderate risk food holding temperature. Unapproved or unmaintained equipment or utensils.
New Taraval Cafe,San Francisco,CA,94116,82100_20180612,94.0,80,Wiping cloths not clean or properly stored or inadequate sanitizer. Food safety certificate or food handler card not available. Unclean nonfood contact surfaces.
New Taraval Cafe,San Francisco,CA,94116,82100_20190905,81.0,2,Unapproved or unmaintained equipment or utensils. Moderate risk vermin infestation. Unclean hands or improper use of gloves. Food safety certificate or food handler card not available. Moderate risk food holding temperature.
New Tree Cafe,San Francisco,CA,94104,81471_20171011,84.0,62,Improper storage use or identification of toxic substances. Improper food labeling or menu misrepresentation. Inadequate food safety knowledge or lack of certified food safety manager. No thermometers or uncalibrated thermometers. Other low risk violation. Inadequately cleaned or sanitized food contact surfaces.
New Tree Cafe,San Francisco,CA,94104,81471_20190318,94.0,66,Unapproved or unmaintained equipment or utensils. Inadequate and inaccessible handwashing facilities.
New Upper Terrace Market,San Francisco,CA,94114,85221_20180104,96.0,91,Unclean or degraded floors walls or ceilings. Unapproved or unmaintained equipment or utensils.
New Upper Terrace Market,San Francisco,CA,94114,85221_20190215,98.0,72,Unclean or degraded floors walls or ceilings.
"New Wing Sing Bakery, LLC",San Francisco,CA,94133,94615_20190402,88.0,64,Improper food storage. Improper or defective plumbing. Moderate risk food holding temperature. Unclean nonfood contact surfaces. Unclean or degraded floors walls or ceilings.
New Woey Loy Goey Restaurant,San Francisco,CA,94133,66679_20171108,70.0,23,Unclean or degraded floors walls or ceilings. Inadequate ventilation or lighting. Food safety certificate or food handler card not available. Wiping cloths not clean or properly stored or inadequate sanitizer. High risk vermin infestation. Non service animal. Improper cooling methods. Foods not protected from contamination. Unclean nonfood contact surfaces.
New Woey Loy Goey Restaurant,San Francisco,CA,94133,66679_20190109,85.0,27,Unclean or degraded floors walls or ceilings. Moderate risk food holding temperature. Contaminated or adulterated food. Wiping cloths not clean or properly stored or inadequate sanitizer.
New World Market,San Francisco,CA,94121,85835_20170228,69.0,26,Improper food storage. Unclean nonfood contact surfaces. Unauthorized or unsafe use of time as a public health control measure. Foods not protected from contamination. Unclean or unsanitary food contact surfaces. High risk vermin infestation. Unclean or degraded floors walls or ceilings.
New World Market,San Francisco,CA,94121,85835_20180112,85.0,0,Food safety certificate or food handler card not available. Foods not protected from contamination. Improper food storage. High risk vermin infestation.
New World Market,San Francisco,CA,94121,85835_20180917,76.0,1,Unclean or degraded floors walls or ceilings. Inadequate and inaccessible handwashing facilities. Moderate risk vermin infestation. High risk food holding temperature. Unclean or unsanitary food contact surfaces.
New York Pizza Kitchen,San Francisco,CA,94102,91028_20170907,85.0,0,Wiping cloths not clean or properly stored or inadequate sanitizer. Unapproved or unmaintained equipment or utensils. Inadequate and inaccessible handwashing facilities. Unauthorized or unsafe use of time as a public health control measure.
New York Pizza Kitchen,San Francisco,CA,94102,91028_20180322,89.0,22,Inadequate and inaccessible handwashing facilities. Unclean hands or improper use of gloves.
New York Pizza Kitchen,San Francisco,CA,94102,91028_20190821,90.0,58,Inadequately cleaned or sanitized food contact surfaces. Unapproved or unmaintained equipment or utensils. Foods not protected from contamination.
New York Tobacco,San Francisco,CA,94102,35106_20170223,86.0,56,Permit license or inspection report not posted. Unclean or degraded floors walls or ceilings. Inadequate food safety knowledge or lack of certified food safety manager. Insufficient hot water or running water. Low risk vermin infestation.
New York Tobacco,San Francisco,CA,94102,35106_20180622,94.0,61,Inadequate and inaccessible handwashing facilities. Unclean or degraded floors walls or ceilings.
Newkirk's,San Francisco,CA,94110,91974_20180312,96.0,72,Unclean or degraded floors walls or ceilings. Wiping cloths not clean or properly stored or inadequate sanitizer.
Newkirk's,San Francisco,CA,94110,91974_20190509,91.0,22,Improper reheating of food. Wiping cloths not clean or properly stored or inadequate sanitizer.
Newtree,San Francisco,CA,94105,68320_20170120,72.0,24,High risk food holding temperature. Inadequate and inaccessible handwashing facilities. Inadequately cleaned or sanitized food contact surfaces. Unclean hands or improper use of gloves. Inadequate food safety knowledge or lack of certified food safety manager. No thermometers or uncalibrated thermometers.
Newtree,San Francisco,CA,94105,68320_20190227,87.0,47,Inadequately cleaned or sanitized food contact surfaces. High risk food holding temperature. Unapproved or unmaintained equipment or utensils.
Newtree,San Francisco,CA,94105,68320_20190715,85.0,43,Permit license or inspection report not posted. High risk food holding temperature. Foods not protected from contamination. Food safety certificate or food handler card not available.
Nick's Crispy Tacos,San Francisco,CA,94109,37818_20171213,96.0,84,Improper or defective plumbing. Food safety certificate or food handler card not available.
Nick's Foods,San Francisco,CA,94103,61427_20180410,66.0,30,Inadequate food safety knowledge or lack of certified food safety manager. Foods not protected from contamination. Inadequate dressing rooms or improper storage of personal items. High risk food holding temperature. Unclean nonfood contact surfaces. Unclean hands or improper use of gloves. Inadequately cleaned or sanitized food contact surfaces. Moderate risk vermin infestation.
Nick's Lighthouse,San Francisco,CA,94133,1579_20170113,90.0,55,Inadequate and inaccessible handwashing facilities. Unapproved or unmaintained equipment or utensils. Foods not protected from contamination.
Nick's Lighthouse,San Francisco,CA,94133,1579_20171211,92.0,65,Unclean nonfood contact surfaces. Moderate risk food holding temperature. Unclean or degraded floors walls or ceilings.
Nick's Lighthouse,San Francisco,CA,94133,1579_20181003,92.0,54,Moderate risk food holding temperature. Improper storage of equipment utensils or linens. Unapproved or unmaintained equipment or utensils.
Nick's Lighthouse,San Francisco,CA,94133,1579_20190716,92.0,53,Foods not protected from contamination. Moderate risk food holding temperature.
Nick's Lighthouse,San Francisco,CA,94133,5316_20170113,96.0,90,Unapproved or unmaintained equipment or utensils. Improper storage of equipment utensils or linens.
Nick's Lighthouse,San Francisco,CA,94133,5316_20171130,88.0,58,Improper storage of equipment utensils or linens. Permit license or inspection report not posted. Employee eating or smoking. Foods not protected from contamination.
Nick's Lighthouse,San Francisco,CA,94133,5316_20180918,90.0,61,Improper food storage. Improper storage of equipment utensils or linens. Improper thawing methods. Unapproved or unmaintained equipment or utensils.
Nick's Lighthouse,San Francisco,CA,94133,5316_20190624,96.0,76,Improper storage of equipment utensils or linens. Unapproved or unmaintained equipment or utensils.
Nico,San Francisco,CA,94111,94792_20190321,96.0,53,Inadequately cleaned or sanitized food contact surfaces.
Nieves Cinco De Mayo Produce,San Francisco,CA,94103,82376_20170214,88.0,60,Inadequate and inaccessible handwashing facilities. Insufficient hot water or running water. Inadequate food safety knowledge or lack of certified food safety manager.
Nieves Cinco De Mayo Produce,San Francisco,CA,94103,82376_20180215,81.0,14,High risk vermin infestation. Inadequate and inaccessible handwashing facilities. Inadequately cleaned or sanitized food contact surfaces. Unapproved or unmaintained equipment or utensils. Improper storage use or identification of toxic substances.
Nieves Cinco De Mayo Produce,San Francisco,CA,94103,82376_20180914,92.0,68,Inadequately cleaned or sanitized food contact surfaces. Improper storage of equipment utensils or linens. Low risk vermin infestation.
Nightbird,San Francisco,CA,94102,87634_20181206,98.0,87,Wiping cloths not clean or properly stored or inadequate sanitizer.
Nihon,San Francisco,CA,94103,16751_20171107,96.0,85,Low risk vermin infestation. Improper food storage.
Nihon,San Francisco,CA,94103,16751_20180705,92.0,67,Unclean or degraded floors walls or ceilings. Unapproved or unmaintained equipment or utensils. Moderate risk vermin infestation.
Nihon,San Francisco,CA,94103,16751_20190801,84.0,70,Unclean or degraded floors walls or ceilings. Moderate risk vermin infestation. Wiping cloths not clean or properly stored or inadequate sanitizer. Foods not protected from contamination. Improper thawing methods.
Niji Japanese Grille,San Francisco,CA,94104,2252_20161220,96.0,53,Inadequately cleaned or sanitized food contact surfaces.
Niji Japanese Grille,San Francisco,CA,94104,2252_20171215,84.0,67,Inadequately cleaned or sanitized food contact surfaces. Employee eating or smoking. Permit license or inspection report not posted. Food safety certificate or food handler card not available. Foods not protected from contamination.
Niji Japanese Grille,San Francisco,CA,94104,2252_20190715,96.0,79,Unclean nonfood contact surfaces. Improper food storage.
Nijiya Market,San Francisco,CA,94115,10235_20180417,89.0,4,High risk food holding temperature. Other low risk violation. Unapproved or unmaintained equipment or utensils.
Nile Cafe,San Francisco,CA,94102,17933_20180328,96.0,94,Improper or defective plumbing. Food safety certificate or food handler card not available.
Nina's Cafe,San Francisco,CA,94102,59041_20170428,92.0,61,Insufficient hot water or running water. Improper storage use or identification of toxic substances. Wiping cloths not clean or properly stored or inadequate sanitizer.
Nina's Cafe,San Francisco,CA,94102,59041_20171107,90.0,54,Inadequate and inaccessible handwashing facilities. Insufficient hot water or running water. Unclean unmaintained or improperly constructed toilet facilities.
Nina's Cafe,San Francisco,CA,94102,59041_20180813,94.0,52,Foods not protected from contamination. Wiping cloths not clean or properly stored or inadequate sanitizer.
Nina's Cafe,San Francisco,CA,94102,59041_20190729,98.0,95,Unclean unmaintained or improperly constructed toilet facilities.
Ninki Sushi Bar & Restaurant,San Francisco,CA,94116,60518_20170824,78.0,25,Wiping cloths not clean or properly stored or inadequate sanitizer. Unclean or unsanitary food contact surfaces. Moderate risk food holding temperature. High risk vermin infestation. Unclean or degraded floors walls or ceilings.
Nizario's Pizza,San Francisco,CA,94110,68503_20180417,90.0,57,Improper storage use or identification of toxic substances. Unclean nonfood contact surfaces. Low risk vermin infestation. Inadequately cleaned or sanitized food contact surfaces.
Nizario's Pizza,San Francisco,CA,94118,529_20170328,90.0,51,Moderate risk food holding temperature. Inadequately cleaned or sanitized food contact surfaces. Unclean nonfood contact surfaces.
Nizario's Pizza,San Francisco,CA,94118,529_20181108,87.0,16,Unclean or unsanitary food contact surfaces. Food safety certificate or food handler card not available. Unclean or degraded floors walls or ceilings. Unapproved or unmaintained equipment or utensils.
